shirota,dolgota,elevation,slope_percent,current_speed,current_fuel_consumption,smart_optimal_speed,smart_optimal_fuel_consumption,fuel_saving,energy_saving
55.773850,37.620240,146.0,0.00,27,3.0,63,3.6,-0.6,-99.0
55.773840,37.620030,146.0,0.00,0,3.0,63,3.6,-0.6,-121.3
55.773840,37.619880,146.0,0.00,30,3.0,63,3.6,-0.6,-93.8
55.773830,37.619590,146.0,0.00,27,3.0,63,3.6,-0.6,-99.0
55.773810,37.618920,146.0,0.00,25,3.0,63,3.6,-0.6,-102.2
55.773790,37.618510,151.0,19.43,20,32.2,58,33.2,-1.0,-58.2
55.773780,37.618130,151.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.773760,37.617450,151.0,0.00,21,3.0,63,3.6,-0.6,-107.8
55.773710,37.616000,156.0,5.50,22,11.1,58,12.0,-0.9,-76.6
55.773700,37.615610,156.0,0.00,23,3.0,63,3.6,-0.6,-105.1
55.773670,37.614930,156.0,0.00,23,3.0,63,3.6,-0.6,-105.1
55.773640,37.614430,156.0,0.00,21,3.0,63,3.6,-0.6,-107.8
55.773580,37.613710,156.0,0.00,21,3.0,63,3.6,-0.6,-107.8
55.773530,37.613410,156.0,0.00,21,3.0,63,3.6,-0.6,-107.8
55.773500,37.612520,156.0,0.00,23,3.0,63,3.6,-0.6,-105.1
55.773460,37.611770,160.0,8.49,20,15.7,58,16.6,-1.0,-65.1
55.773410,37.611060,160.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.773350,37.610390,157.0,-7.07,25,3.0,68,3.0,0.0,-137.1
55.773220,37.608950,157.0,0.00,30,3.0,63,3.6,-0.6,-93.8
55.773180,37.608590,157.0,0.00,0,3.0,63,3.6,-0.6,-121.3
55.773140,37.608230,166.0,39.21,37,59.7,58,60.4,-0.6,-34.6
55.773100,37.607910,166.0,0.00,9,3.0,63,3.6,-0.6,-118.8
55.773030,37.607360,166.0,0.00,41,3.0,63,3.6,-0.6,-69.9
55.772970,37.606960,166.0,0.00,36,3.0,63,3.6,-0.6,-81.7
55.772800,37.605870,162.0,-5.65,37,3.0,68,3.0,0.0,-107.0
55.772720,37.605340,162.0,0.00,32,3.0,63,3.6,-0.6,-90.0
55.772650,37.604980,162.0,0.00,37,3.0,63,3.6,-0.6,-79.4
55.772580,37.604650,162.0,0.00,33,3.0,63,3.6,-0.6,-88.0
55.772530,37.604450,162.0,0.00,7,3.0,63,3.6,-0.6,-119.8
55.772490,37.604270,162.0,0.00,31,3.0,63,3.6,-0.6,-91.9
55.772470,37.604190,162.0,0.00,36,3.0,63,3.6,-0.6,-81.7
55.772380,37.603890,164.0,9.40,37,17.4,58,18.0,-0.6,-37.3
55.772320,37.603690,164.0,0.00,32,3.0,63,3.6,-0.6,-90.0
55.772220,37.603350,164.0,0.00,28,3.0,63,3.6,-0.6,-97.3
55.772080,37.602910,164.0,0.00,32,3.0,63,3.6,-0.6,-90.0
55.771900,37.602270,164.0,0.00,31,3.0,63,3.6,-0.6,-91.9
55.771500,37.600930,161.0,-3.16,27,3.0,66.8,3.0,0.0,-114.1
55.771420,37.600650,161.0,0.00,26,3.0,63,3.6,-0.6,-100.6
55.771390,37.600540,161.0,0.00,25,3.0,63,3.6,-0.6,-102.2
55.771020,37.599490,165.0,5.16,23,10.6,58,11.5,-0.9,-77.3
55.770910,37.599190,165.0,0.00,26,3.0,63,3.6,-0.6,-100.6
55.770800,37.598910,167.0,9.36,21,17.0,58,18.0,-0.9,-59.9
55.770670,37.598570,167.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.770550,37.598260,167.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.770410,37.597940,167.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.770280,37.597660,165.0,-8.81,20,3.0,68,3.0,0.0,-150.6
55.769370,37.595830,163.0,-1.31,20,3.0,64.6,3.0,0.0,-115.3
55.769240,37.595580,163.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.769100,37.595340,163.0,0.00,21,3.0,63,3.6,-0.6,-107.8
55.768910,37.595020,163.0,0.00,0,3.0,63,3.6,-0.6,-121.3
55.768710,37.594700,161.0,-6.68,34,3.0,68,3.0,0.0,-118.7
55.768190,37.593900,161.0,0.00,33,3.0,63,3.6,-0.6,-88.0
55.768010,37.593610,160.0,-3.70,28,3.0,67.4,3.0,0.0,-114.9
55.767630,37.593040,160.0,0.00,23,3.0,63,3.6,-0.6,-105.1
55.767380,37.592680,160.0,0.00,27,3.0,63,3.6,-0.6,-99.0
55.767140,37.592350,160.0,0.00,23,3.0,63,3.6,-0.6,-105.1
55.766650,37.591650,157.0,-4.29,22,3.0,68,3.0,0.0,-127.3
55.766020,37.590750,157.0,0.00,21,3.0,63,3.6,-0.6,-107.8
55.765810,37.590440,157.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.765710,37.590290,157.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.765550,37.590080,157.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.765540,37.590060,157.0,0.00,0,3.0,63,3.6,-0.6,-121.3
55.765380,37.589840,157.0,0.00,49,3.1,63,3.6,-0.5,-47.9
55.765030,37.589380,154.0,-6.20,46,3.0,68,3.0,0.0,-86.8
55.764800,37.589110,154.0,0.00,45,3.0,63,3.6,-0.6,-59.4
55.764510,37.588770,155.0,2.59,46,7.1,59.1,7.5,-0.4,-42.1
55.764150,37.588380,155.0,0.00,45,3.0,63,3.6,-0.6,-59.4
55.763770,37.588020,155.0,0.00,45,3.0,63,3.6,-0.6,-59.4
55.763450,37.587730,155.0,0.00,40,3.0,63,3.6,-0.6,-72.4
55.763130,37.587480,151.0,-10.29,38,3.0,68,3.0,0.0,-118.7
55.762750,37.587150,151.0,0.00,42,3.0,63,3.6,-0.6,-67.4
55.762630,37.587060,151.0,0.00,43,3.0,63,3.6,-0.6,-64.8
55.762500,37.586950,151.0,0.00,44,3.0,63,3.6,-0.6,-62.1
55.762270,37.586770,155.0,14.31,39,24.9,58,25.5,-0.6,-36.1
55.762090,37.586640,155.0,0.00,43,3.0,63,3.6,-0.6,-64.8
55.761590,37.586250,155.0,0.00,38,3.0,63,3.6,-0.6,-77.2
55.761540,37.586220,155.0,0.00,33,3.0,63,3.6,-0.6,-88.0
55.760910,37.585760,155.0,0.00,30,3.0,63,3.6,-0.6,-93.8
55.760400,37.585410,150.0,-8.23,28,3.0,68,3.0,0.0,-138.4
55.760160,37.585250,150.0,0.00,26,3.0,63,3.6,-0.6,-100.6
55.760010,37.585160,150.0,0.00,22,3.0,63,3.6,-0.6,-106.5
55.759750,37.585000,150.0,0.00,27,3.0,63,3.6,-0.6,-99.0
55.759560,37.584890,150.0,0.00,31,3.0,63,3.6,-0.6,-91.9
55.759360,37.584770,150.0,0.00,31,3.0,63,3.6,-0.6,-91.9
55.759270,37.584720,150.0,0.00,29,3.0,63,3.6,-0.6,-95.6
55.759010,37.584610,150.0,0.00,25,3.0,63,3.6,-0.6,-102.2
55.758930,37.584570,150.0,0.00,25,3.0,63,3.6,-0.6,-102.2
55.758740,37.584490,150.0,0.00,28,3.0,63,3.6,-0.6,-97.3
55.758390,37.584370,150.0,0.00,24,3.0,63,3.6,-0.6,-103.7
55.758190,37.584320,155.0,22.26,25,36.5,58,37.3,-0.9,-57.3
55.758120,37.584300,155.0,0.00,28,3.0,63,3.6,-0.6,-97.3
55.757550,37.584180,155.0,0.00,0,3.0,63,3.6,-0.6,-121.3
55.757210,37.584120,155.0,0.00,48,3.1,63,3.6,-0.5,-50.9
55.757030,37.584090,155.0,0.00,48,3.1,63,3.6,-0.5,-50.9
55.756600,37.584010,155.0,0.00,52,3.2,65,3.7,-0.5,-46.5
55.756350,37.583970,155.0,0.00,50,3.2,65,3.7,-0.6,-52.7
55.756100,37.583910,155.0,0.00,46,3.0,63,3.6,-0.6,-56.6
55.755720,37.583820,155.0,0.00,42,3.0,63,3.6,-0.6,-67.4
55.755430,37.583750,155.0,0.00,46,3.0,63,3.6,-0.6,-56.6
55.755230,37.583710,155.0,0.00,41,3.0,63,3.6,-0.6,-69.9
55.754710,37.583630,155.0,0.00,39,3.0,63,3.6,-0.6,-74.8
55.752960,37.583330,149.0,-3.07,38,3.0,66.7,3.0,0.0,-91.8
55.752010,37.583170,139.0,-9.42,35,3.0,71.7,3.0,0.0,-125.4
55.750370,37.582880,139.0,0.00,37,3.0,66.7,3.8,-0.8,-79.4
55.750150,37.582830,139.0,0.00,33,3.0,63,3.6,-0.6,-88.0
55.749790,37.582770,140.0,2.49,35,6.6,61.3,7.4,-0.8,-77.4
55.749220,37.582640,140.0,0.00,35,3.0,63,3.6,-0.6,-83.8
55.748780,37.582570,140.0,0.00,30,3.0,63,3.6,-0.6,-93.8
55.748580,37.582540,140.0,0.00,30,3.0,63,3.6,-0.6,-93.8
55.747930,37.582430,140.0,0.00,29,3.0,63,3.6,-0.6,-95.6
55.747830,37.582410,149.0,80.43,28,100.4,58,101.2,-0.8,-52.4
55.747280,37.582340,149.0,0.00,28,3.0,63,3.6,-0.6,-97.3
55.747170,37.582320,149.0,0.00,26,3.0,63,3.6,-0.6,-100.6
55.747020,37.582310,149.0,0.00,27,3.0,63,3.6,-0.6,-99.0
55.746900,37.582320,149.0,0.00,22,3.0,63,3.6,-0.6,-106.5
55.746790,37.582320,149.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.746690,37.582340,149.0,0.00,24,3.0,63,3.6,-0.6,-103.7
55.746590,37.582370,149.0,0.00,22,3.0,63,3.6,-0.6,-106.5
55.746350,37.582470,149.0,0.00,26,3.0,63,3.6,-0.6,-100.6
55.746270,37.582510,149.0,0.00,26,3.0,63,3.6,-0.6,-100.6
55.746090,37.582580,149.0,0.00,22,3.0,63,3.6,-0.6,-106.5
55.745440,37.582890,153.0,5.35,24,10.9,58,11.8,-0.9,-81.7
55.745100,37.583050,153.0,0.00,29,3.0,63,3.6,-0.6,-95.6
55.743850,37.583600,147.0,-4.19,33,3.0,68.0,3.0,0.0,-108.0
55.743820,37.583610,147.0,0.00,32,3.0,63,3.6,-0.6,-90.0
55.742830,37.584000,146.0,-0.89,32,3.0,63,3.0,0.0,-90.0
55.742320,37.584190,146.0,0.00,29,3.0,63,3.6,-0.6,-95.6
55.741280,37.584580,141.0,-4.23,31,3.0,68,3.0,0.0,-112.3
55.740540,37.584870,141.0,0.00,27,3.0,63,3.6,-0.6,-99.0
55.740420,37.584930,141.0,0.00,27,3.0,63,3.6,-0.6,-99.0
55.739950,37.585150,141.0,0.00,23,3.0,63,3.6,-0.6,-105.1
55.739730,37.585260,141.0,0.00,21,3.0,63,3.6,-0.6,-107.8
55.739370,37.585470,139.0,-4.75,20,3.0,68,3.0,0.0,-132.0
55.738930,37.585730,139.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.738890,37.585760,139.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.738740,37.585880,139.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.738580,37.586050,139.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.738510,37.586120,139.0,0.00,20,3.0,63,3.6,-0.6,-109.1
55.738470,37.586190,139.0,0.00,21,3.0,63,3.6,-0.6,-107.8
55.738330,37.586430,139.0,0.00,26,3.0,63,3.6,-0.6,-100.6
55.738180,37.586800,139.0,0.00,27,3.0,63,3.6,-0.6,-99.0
55.738110,37.586960,139.0,0.00,32,3.0,63,3.6,-0.6,-90.0
55.738000,37.587200,139.0,0.00,35,3.0,63,3.6,-0.6,-83.8
55.737190,37.589260,137.0,-1.27,40,3.0,64.5,3.0,0.0,-78.2
55.737150,37.589350,137.0,0.00,44,3.0,63,3.6,-0.6,-62.1
55.736980,37.589790,133.0,-11.97,41,3.0,68,3.0,0.0,-111.5
55.736650,37.590640,133.0,0.00,40,3.0,63,3.6,-0.6,-72.4
55.736410,37.591300,133.0,0.00,43,3.0,63,3.6,-0.6,-64.8
55.736110,37.592200,132.0,-1.53,45,3.0,64.8,3.0,0.0,-66.4
55.736060,37.592330,132.0,0.00,46,3.0,63,3.6,-0.6,-56.6
55.735950,37.592670,132.0,0.00,46,3.0,63,3.6,-0.6,-56.6
55.735860,37.592930,132.0,0.00,43,3.0,63,3.6,-0.6,-64.8
55.735740,37.593300,132.0,0.00,40,3.0,63,3.6,-0.6,-72.4
55.735700,37.593430,132.0,0.00,40,3.0,63,3.6,-0.6,-72.4
55.735530,37.593970,133.0,2.58,42,6.9,61.1,7.6,-0.6,-60.2
55.735490,37.594090,133.0,0.00,37,3.0,63,3.6,-0.6,-79.4
55.735470,37.594180,133.0,0.00,32,3.0,63,3.6,-0.6,-90.0
55.735400,37.594420,128.0,-29.55,37,3.0,68,3.0,0.0,-121.0
55.735340,37.594620,128.0,0.00,38,3.0,63,3.6,-0.6,-77.2
55.734500,37.597260,120.0,-4.21,35,3.0,68,3.0,0.0,-104.3
55.733350,37.600740,120.0,0.00,32,3.0,63,3.6,-0.6,-90.0
55.732510,37.603360,125.0,2.65,37,6.9,61.0,7.7,-0.8,-71.9
55.732340,37.603900,125.0,0.00,37,3.0,63,3.6,-0.6,-79.4
55.732100,37.604670,122.0,-5.44,38,3.0,68,3.0,0.0,-103.5
55.731980,37.605040,122.0,0.00,35,3.0,63,3.6,-0.6,-83.8
55.731720,37.605840,122.0,0.00,31,3.0,63,3.6,-0.6,-91.9
55.731590,37.606130,122.0,0.00,26,3.0,63,3.6,-0.6,-100.6
